ea_id,source,source_sha256,placement_path,price_already_outside_behavior,file_line_evidence,classification_basis,work_items_created
QM5_13033,framework/EAs/QM5_13033_novo-crt-h4-sweep-reversal/QM5_13033_novo-crt-h4-sweep-reversal.mq5,31b7b424ee87285efba1c8b48cc283f0e821510839be08248c010129cf9af347,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_13033_novo-crt-h4-sweep-reversal/QM5_13033_novo-crt-h4-sweep-reversal.mq5:372: req.type = QM_BUY; | framework/EAs/QM5_13033_novo-crt-h4-sweep-reversal/QM5_13033_novo-crt-h4-sweep-reversal.mq5:540: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_13036,framework/EAs/QM5_13036_balke-go-long-regime/QM5_13036_balke-go-long-regime.mq5,b485bbb8fce87cf5937db7d8b0b53649ec7c05730e282304380539e04af90553,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_13036_balke-go-long-regime/QM5_13036_balke-go-long-regime.mq5:182: req.type = QM_BUY; | framework/EAs/QM5_13036_balke-go-long-regime/QM5_13036_balke-go-long-regime.mq5:314: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_20188,framework/EAs/QM5_20188_ff-rb-tue-off/QM5_20188_ff-rb-tue-off.mq5,43c1877424048d81b2813c8bd36c28312cfff942814cbfc52bc652cda8e4f1ab,STOP_PENDING,OPPOSITE_ONLY,"framework/EAs/QM5_20188_ff-rb-tue-off/QM5_20188_ff-rb-tue-off.mq5:328: Strategy_PopulateEntry(buy_req, QM_BUY_STOP, range_high, range_low, ""FF_RANGE_BUY_STOP""); | framework/EAs/QM5_20188_ff-rb-tue-off/QM5_20188_ff-rb-tue-off.mq5:330: QM_TM_OpenPosition(buy_req, buy_ticket); | framework/EAs/QM5_20188_ff-rb-tue-off/QM5_20188_ff-rb-tue-off.mq5:332: Strategy_PopulateEntry(req, QM_SELL_STOP, range_low, range_high, ""FF_RANGE_SELL_STOP""); | framework/EAs/QM5_20188_ff-rb-tue-off/QM5_20188_ff-rb-tue-off.mq5:333: g_strategy_orders_day_key = day_key; | framework/EAs/QM5_20188_ff-rb-tue-off/QM5_20188_ff-rb-tue-off.mq5:575: QM_TM_OpenPosition(req, out_ticket);",Two stop legs are submitted independently and the day is consumed regardless of placement success.,0
QM5_21503,framework/EAs/QM5_21503_xti-weekly-tsmom-lowvol/QM5_21503_xti-weekly-tsmom-lowvol.mq5,322b913671f60cec6a6a0adf4f3b6d16163be720dd9065675ec5d057efdc201a,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_21503_xti-weekly-tsmom-lowvol/QM5_21503_xti-weekly-tsmom-lowvol.mq5:510: req.type = QM_BUY; | framework/EAs/QM5_21503_xti-weekly-tsmom-lowvol/QM5_21503_xti-weekly-tsmom-lowvol.mq5:771: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_39008,framework/EAs/QM5_39008_forexfactory-symphonie-matrix-system/QM5_39008_forexfactory-symphonie-matrix-system.mq5,ada71a307546e324446741fd1eb7f3edf2de3b70150e6cf2ef43f72171296f54,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_39008_forexfactory-symphonie-matrix-system/QM5_39008_forexfactory-symphonie-matrix-system.mq5:173: req.type               = QM_BUY; | framework/EAs/QM5_39008_forexfactory-symphonie-matrix-system/QM5_39008_forexfactory-symphonie-matrix-system.mq5:371: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41019,framework/EAs/QM5_41019_wti-wopen-mom/QM5_41019_wti-wopen-mom.mq5,08e3c63a9f6cdeccb0d44854bf58d06ac34d75751fc582f944c9bebb8af589df,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41019_wti-wopen-mom/QM5_41019_wti-wopen-mom.mq5:413: req.type = QM_BUY; | framework/EAs/QM5_41019_wti-wopen-mom/QM5_41019_wti-wopen-mom.mq5:668: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41020,framework/EAs/QM5_41020_wti-wclose-mom/QM5_41020_wti-wclose-mom.mq5,ff7540854eb32a6f13654762bc3d31c8cc9673e70f79401adbc3a57a5abe0b7e,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41020_wti-wclose-mom/QM5_41020_wti-wclose-mom.mq5:416: req.type = QM_BUY; | framework/EAs/QM5_41020_wti-wclose-mom/QM5_41020_wti-wclose-mom.mq5:671: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41022,framework/EAs/QM5_41022_wti-wdual-mom/QM5_41022_wti-wdual-mom.mq5,c58af047b58ee64ce1c65130692ee52b33900482942e62ce7f2a89f96bd596dc,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41022_wti-wdual-mom/QM5_41022_wti-wdual-mom.mq5:453: req.type = QM_BUY; | framework/EAs/QM5_41022_wti-wdual-mom/QM5_41022_wti-wdual-mom.mq5:711: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41023,framework/EAs/QM5_41023_wti-mends-mom/QM5_41023_wti-mends-mom.mq5,52a988d7ebc9beaed4335b41f5fb18ac0d9565ce2ebb59ef6f637d72f065bc46,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41023_wti-mends-mom/QM5_41023_wti-mends-mom.mq5:592: req.type = QM_BUY; | framework/EAs/QM5_41023_wti-mends-mom/QM5_41023_wti-mends-mom.mq5:835: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41024,framework/EAs/QM5_41024_wti-1wed-mom1/QM5_41024_wti-1wed-mom1.mq5,b796de5c371c418512a00b5f654c95c4516275b3479bb1a8788c2499d208297b,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41024_wti-1wed-mom1/QM5_41024_wti-1wed-mom1.mq5:604: req.type = QM_BUY; | framework/EAs/QM5_41024_wti-1wed-mom1/QM5_41024_wti-1wed-mom1.mq5:836: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41025,framework/EAs/QM5_41025_wti-dom-mom1/QM5_41025_wti-dom-mom1.mq5,b58590dafdaab215f549caf581af21459d4a0cc7b4654898c6cb8238506f268c,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41025_wti-dom-mom1/QM5_41025_wti-dom-mom1.mq5:616: req.type = QM_BUY; | framework/EAs/QM5_41025_wti-dom-mom1/QM5_41025_wti-dom-mom1.mq5:849: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41027,framework/EAs/QM5_41027_wti-mopen-rev1/QM5_41027_wti-mopen-rev1.mq5,d6c45698582931e1b345a17a4ba3591d4bec8f0f0de3775cc760c4433eebc64d,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41027_wti-mopen-rev1/QM5_41027_wti-mopen-rev1.mq5:524: req.type = QM_BUY; | framework/EAs/QM5_41027_wti-mopen-rev1/QM5_41027_wti-mopen-rev1.mq5:756: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41028,framework/EAs/QM5_41028_wti-mgap-fade/QM5_41028_wti-mgap-fade.mq5,5fea36333dbf7caefc72b95cba1aa2d683d12482585d222b50352c71ceb83f0e,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41028_wti-mgap-fade/QM5_41028_wti-mgap-fade.mq5:511: req.type = QM_BUY; | framework/EAs/QM5_41028_wti-mgap-fade/QM5_41028_wti-mgap-fade.mq5:743: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41029,framework/EAs/QM5_41029_wti-flow-agree/QM5_41029_wti-flow-agree.mq5,9ba47a31dbc75b1847884c1a2896ba1801d73dd41653afe618d57e0df1c2cc04,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41029_wti-flow-agree/QM5_41029_wti-flow-agree.mq5:467: req.type = QM_BUY; | framework/EAs/QM5_41029_wti-flow-agree/QM5_41029_wti-flow-agree.mq5:725: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41032,framework/EAs/QM5_41032_wti-flow-div/QM5_41032_wti-flow-div.mq5,453d74a3cc534f4a5a65b1547bc7a4f1deaad2541dfc9442708a7b4892510d7a,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41032_wti-flow-div/QM5_41032_wti-flow-div.mq5:466: req.type = QM_BUY; | framework/EAs/QM5_41032_wti-flow-div/QM5_41032_wti-flow-div.mq5:733: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41033,framework/EAs/QM5_41033_wti-flow-dom/QM5_41033_wti-flow-dom.mq5,35ba73f00746d3bce3074a8a65505d4401b01e07a3b704d7db092457f0c46680,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41033_wti-flow-dom/QM5_41033_wti-flow-dom.mq5:491: req.type = QM_BUY; | framework/EAs/QM5_41033_wti-flow-dom/QM5_41033_wti-flow-dom.mq5:764: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41040,framework/EAs/QM5_41040_xauxag-wflow-fade/QM5_41040_xauxag-wflow-fade.mq5,1c22967cad56ee8b84c37fa39943446fa5ec4752046593fab6dd3a11b61c8873,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41040_xauxag-wflow-fade/QM5_41040_xauxag-wflow-fade.mq5:789: request.type = QM_BUY; | framework/EAs/QM5_41040_xauxag-wflow-fade/QM5_41040_xauxag-wflow-fade.mq5:993: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41041,framework/EAs/QM5_41041_wti-wed-flow-fade/QM5_41041_wti-wed-flow-fade.mq5,0dca78c64354a0f43d9ded1c1098ef38ef3684047a24b69f6651264f19d23c1a,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41041_wti-wed-flow-fade/QM5_41041_wti-wed-flow-fade.mq5:485: req.type = QM_BUY; | framework/EAs/QM5_41041_wti-wed-flow-fade/QM5_41041_wti-wed-flow-fade.mq5:758: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41042,framework/EAs/QM5_41042_wti-wed-flow-agree/QM5_41042_wti-wed-flow-agree.mq5,7b6086126de58779f69ddbf7c7460d3e38eab0d549000724a825bb0954485a30,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41042_wti-wed-flow-agree/QM5_41042_wti-wed-flow-agree.mq5:482: req.type = QM_BUY; | framework/EAs/QM5_41042_wti-wed-flow-agree/QM5_41042_wti-wed-flow-agree.mq5:746: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41043,framework/EAs/QM5_41043_xng-thu-flow-agree/QM5_41043_xng-thu-flow-agree.mq5,4952e1b998482efdf430fafe87bf2bcdd5ec5a275873e4d34e3e24426055d390,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41043_xng-thu-flow-agree/QM5_41043_xng-thu-flow-agree.mq5:482: req.type = QM_BUY; | framework/EAs/QM5_41043_xng-thu-flow-agree/QM5_41043_xng-thu-flow-agree.mq5:746: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41044,framework/EAs/QM5_41044_xng-thu-flow-fade/QM5_41044_xng-thu-flow-fade.mq5,2e470065d1346da534995ba1d1018b51b62b61f21c10b01418d9f5c49d42ec6b,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41044_xng-thu-flow-fade/QM5_41044_xng-thu-flow-fade.mq5:487: req.type = QM_BUY; | framework/EAs/QM5_41044_xng-thu-flow-fade/QM5_41044_xng-thu-flow-fade.mq5:751: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41045,framework/EAs/QM5_41045_wti-wed-trend-agree/QM5_41045_wti-wed-trend-agree.mq5,768219992ab6dd4bb1829c6b58bd0217ef12c8ce5f5a12badb0702b133f02117,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41045_wti-wed-trend-agree/QM5_41045_wti-wed-trend-agree.mq5:478: req.type = QM_BUY; | framework/EAs/QM5_41045_wti-wed-trend-agree/QM5_41045_wti-wed-trend-agree.mq5:736: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41046,framework/EAs/QM5_41046_wti-wed-trend-pb/QM5_41046_wti-wed-trend-pb.mq5,3f7d6a0f3b0d6c6122d7eef72b2d9d619d092be569e649dfb2092b04528d4885,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41046_wti-wed-trend-pb/QM5_41046_wti-wed-trend-pb.mq5:478: req.type = QM_BUY; | framework/EAs/QM5_41046_wti-wed-trend-pb/QM5_41046_wti-wed-trend-pb.mq5:736: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41047,framework/EAs/QM5_41047_xng-thu-trend-pb/QM5_41047_xng-thu-trend-pb.mq5,2d4a2c46181940b857aa044822a1b5be31c87ce74d2baf737b64427f16eeaac1,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41047_xng-thu-trend-pb/QM5_41047_xng-thu-trend-pb.mq5:477: req.type = QM_BUY; | framework/EAs/QM5_41047_xng-thu-trend-pb/QM5_41047_xng-thu-trend-pb.mq5:734: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41048,framework/EAs/QM5_41048_xng-thu-trend-agree/QM5_41048_xng-thu-trend-agree.mq5,d0caffffeecc293285430aa5b9324e60ec83ca0fff8230ab537f5124191f9315,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41048_xng-thu-trend-agree/QM5_41048_xng-thu-trend-agree.mq5:477: req.type = QM_BUY; | framework/EAs/QM5_41048_xng-thu-trend-agree/QM5_41048_xng-thu-trend-agree.mq5:734: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41050,framework/EAs/QM5_41050_wti-postwed-gap-agree/QM5_41050_wti-postwed-gap-agree.mq5,85bd29d5e75c21cb7f257357490f7d4fe7e6700b1d0531c747e9a1df5d40699b,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41050_wti-postwed-gap-agree/QM5_41050_wti-postwed-gap-agree.mq5:490: req.type = QM_BUY; | framework/EAs/QM5_41050_wti-postwed-gap-agree/QM5_41050_wti-postwed-gap-agree.mq5:763: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41051,framework/EAs/QM5_41051_wti-fri-weekfade/QM5_41051_wti-fri-weekfade.mq5,9fa1214ef6332556fb2f12d240dc3ba2bd0d844bf8c2e823f79a4b8ae0d3a6d4,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41051_wti-fri-weekfade/QM5_41051_wti-fri-weekfade.mq5:461: req.type = QM_BUY; | framework/EAs/QM5_41051_wti-fri-weekfade/QM5_41051_wti-fri-weekfade.mq5:713: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41052,framework/EAs/QM5_41052_xng-postthu-gap-agree/QM5_41052_xng-postthu-gap-agree.mq5,8fff6f92d1bf1e341cbef586c61b736a6affbaf137677bdebdd6fb3e01e11490,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41052_xng-postthu-gap-agree/QM5_41052_xng-postthu-gap-agree.mq5:490: req.type = QM_BUY; | framework/EAs/QM5_41052_xng-postthu-gap-agree/QM5_41052_xng-postthu-gap-agree.mq5:763: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41053,framework/EAs/QM5_41053_wti-postwed-gap-fade/QM5_41053_wti-postwed-gap-fade.mq5,0055e2028530e7a36b24f5a71c52c0e92213a84dabc729eb3363fc3e357accc8,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41053_wti-postwed-gap-fade/QM5_41053_wti-postwed-gap-fade.mq5:496: req.type = QM_BUY; | framework/EAs/QM5_41053_wti-postwed-gap-fade/QM5_41053_wti-postwed-gap-fade.mq5:769: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41054,framework/EAs/QM5_41054_xng-postthu-gap-fade/QM5_41054_xng-postthu-gap-fade.mq5,3afcd561ce4e07dba7a74d092fc1eba0d5ffb25131465d3df962ccbbc588b2c3,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41054_xng-postthu-gap-fade/QM5_41054_xng-postthu-gap-fade.mq5:496: req.type = QM_BUY; | framework/EAs/QM5_41054_xng-postthu-gap-fade/QM5_41054_xng-postthu-gap-fade.mq5:769: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41057,framework/EAs/QM5_41057_xauxag-wflow-agree-fade/QM5_41057_xauxag-wflow-agree-fade.mq5,264504aaffcdf458df264fbe8da54e2c4afc6386aa7d371e96eb97d80d3acdb9,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41057_xauxag-wflow-agree-fade/QM5_41057_xauxag-wflow-agree-fade.mq5:788: request.type = QM_BUY; | framework/EAs/QM5_41057_xauxag-wflow-agree-fade/QM5_41057_xauxag-wflow-agree-fade.mq5:992: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41058,framework/EAs/QM5_41058_xng-wflow-agree/QM5_41058_xng-wflow-agree.mq5,e19bfaf552111c90c7db8b04f9b721dc786b55c1147c35e777002f608ccc768d,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41058_xng-wflow-agree/QM5_41058_xng-wflow-agree.mq5:479: req.type = QM_BUY; | framework/EAs/QM5_41058_xng-wflow-agree/QM5_41058_xng-wflow-agree.mq5:737: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
