cell,clock,outside_rule,buffer_pct,status,trades,net_gross,net_dxz,pf,maxdd,per_year_pf,winter_pf,summer_pf,reason
27,CET_LOCAL,AS_IS,10,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
28,CET_LOCAL,SKIP_DAY,0,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
29,CET_LOCAL,SKIP_DAY,5,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
30,CET_LOCAL,SKIP_DAY,10,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
31,CET_LOCAL,MARKET_ENTRY_IN_BREAKOUT_DIRECTION,0,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
32,CET_LOCAL,MARKET_ENTRY_IN_BREAKOUT_DIRECTION,5,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
33,CET_LOCAL,MARKET_ENTRY_IN_BREAKOUT_DIRECTION,10,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
34,CET_LOCAL,OPPOSITE_STOP_ONLY,0,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
35,CET_LOCAL,OPPOSITE_STOP_ONLY,5,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
36,CET_LOCAL,OPPOSITE_STOP_ONLY,10,NOT_RUN_DEPENDENCY,,,,,,,,,magic precondition 2e7d5619; later WINSWEEP plan sequences comparison after window selection
