"name","type","x","y","width","height","anchor","text","tooltip","type_name","anchor_name","corner","corner_name","angle","scope","serial","subwindow"
"QM_CHART_V2_QM_QA_range_fill","20","","","","","","","Observed strategy range","OBJ_RECTANGLE","N/A","","N/A","0","time_price","614","0"
"QM_CHART_V2_QM_QA_range_high","2","","","","","","","Range H 1,16450","OBJ_TREND","N/A","","N/A","0","time_price","614","0"
"QM_CHART_V2_QM_QA_range_high_label_accent","110","648","121","2","22","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_high_label_card","110","648","121","148","22","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_high_label_join","110","642","132","6","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_high_label_leader_h","110","636","114","6","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_high_label_leader_v","110","642","114","1","19","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_high_label_text","102","656","124","89","15","0","Range H 1,16450","Range H 1,16450","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","overlay","614","0"
"QM_CHART_V2_QM_QA_range_low","2","","","","","","","Range L 1,15850","OBJ_TREND","N/A","","N/A","0","time_price","614","0"
"QM_CHART_V2_QM_QA_range_low_label_accent","110","648","173","2","22","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_low_label_card","110","648","173","148","22","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_low_label_join","110","642","184","6","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_low_label_leader_h","110","636","156","6","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_low_label_leader_v","110","642","156","1","29","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_range_low_label_text","102","656","176","86","15","0","Range L 1,15850","Range L 1,15850","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_entry","2","","","","","","","Buy trigger 1,16550","OBJ_TREND","N/A","","N/A","0","time_price","614","0"
"QM_CHART_V2_QM_QA_t0_entry_label_accent","110","648","95","2","22","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_entry_label_card","110","648","95","148","22","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_entry_label_join","110","642","106","6","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_entry_label_leader_h","110","636","106","6","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_entry_label_leader_v","110","642","106","1","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_entry_label_text","102","656","98","102","15","0","Buy trigger 1,16550","Buy trigger 1,16550","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_sl","2","","","","","","","SL 1,15750","OBJ_TREND","N/A","","N/A","0","time_price","614","0"
"QM_CHART_V2_QM_QA_t0_sl_label_accent","110","648","199","2","22","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_sl_label_card","110","648","199","148","22","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_sl_label_join","110","642","210","6","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_sl_label_leader_h","110","636","163","6","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_sl_label_leader_v","110","642","163","1","48","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_sl_label_text","102","656","202","56","15","0","SL 1,15750","SL 1,15750","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","overlay","614","0"
"QM_CHART_V2_QM_QA_t0_tp","2","","","","","","","TP 1,17150","OBJ_TREND","N/A","","N/A","0","time_price","614","0"
"QM_QA_bg","110","8","8","384","331","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_design_version","103","282","18","26","20","0","02","Switch to Design 1 · presentation only","OBJ_BUTTON","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_footer","102","22","315","105","15","0","© QuantMechanica","© QuantMechanica · Console 02 · EA v5.0 QA; 5 PASS · 1 BLOCK · 1 WAIT","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_footer_rule","110","20","305","360","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_instrument","102","22","65","135","15","0","EURUSD · D1 · DESIGN QA","EURUSD · D1 · DESIGN QA","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_next","103","354","311","26","22","0",">","Next complete page","OBJ_BUTTON","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_page_number","102","347","315","23","15","6","1 / 3","1 / 3","OBJ_LABEL","ANCHOR_RIGHT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_previous","103","278","311","26","22","0","<","First page","OBJ_BUTTON","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_row_0_a_label","102","30","192","55","15","0","Next trade","Next trade","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_row_0_a_secondary","102","30","237","58","15","0","USD 312,50","USD 312,50","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_row_0_a_surface","110","20","186","174","70","0","","Next trade · 0,31 % | USD 312,50","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_row_0_a_value","102","30","210","56","25","0","0,31 %","0,31 %","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_row_0_b_label","102","216","192","79","15","0","Position SL risk","Position SL risk","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_row_0_b_secondary","102","216","237","46","15","0","USD 0,00","USD 0,00","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_row_0_b_surface","110","206","186","174","70","0","","Position SL risk · 0,00 % | USD 0,00","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_row_0_b_value","102","216","210","59","25","0","0,00 %","0,00 %","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_row_1_label","102","22","265","53","15","0","Stop basis","Stop basis","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_row_1_rule","110","22","286","356","1","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_row_1_value","102","378","265","163","15","6","Prior range x 1,50 | cap 80,0 pip","Prior range x 1,50 | cap 80,0 pip","OBJ_LABEL","ANCHOR_RIGHT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_state_accent","110","20","86","3","66","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_state_bg","110","20","86","360","66","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_state_headline","102","32","92","156","20","0","WAITING FOR TRIGGER","WAITING FOR TRIGGER","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_state_next","102","32","133","240","15","0","Next event: trigger, expiry or D1 re-evaluation","Next event: trigger, expiry or D1 re-evaluation","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_state_reason","102","32","115","213","15","0","Pending stop armed; no additional entry","Pending stop armed; no additional entry","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_strategy","102","22","45","175","17","0","OHLC Daily Squeeze Reversal","OHLC Daily Squeeze Reversal","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_tab_checks","103","141","158","117","24","0","Checks","Console 02: Checks; presentation only; 5 PASS · 1 BLOCK · 1 WAIT","OBJ_BUTTON","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_tab_indicator","110","28","182","101","2","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_tab_overview","103","20","158","117","24","0","Overview","Console 02: Overview; presentation only","OBJ_BUTTON","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_tab_performance","103","262","158","117","24","0","Performance","Console 02: Performance; presentation only","OBJ_BUTTON","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_tabs_surface","110","20","158","360","26","0","","
","OBJ_RECTANGLE_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_view","103","314","16","66","24","0","Full","OHLC Daily Squeeze Reversal · D1
Console 02. View: FULL > COMPACT > MINIMAL. Presentation only.","OBJ_BUTTON","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0","panel","614","0"
"QM_QA_word_mechanica","102","75","16","93","25","0","Mechanica","Mechanica","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
"QM_QA_word_quant","102","22","16","53","25","0","Quant","Quant","OBJ_LABEL","ANCHOR_LEFT_UPPER","0","CORNER_LEFT_UPPER","0.00000000","panel","614","0"
