id,state,task_type,priority,created_age_days,disposition,target_lane,target_state,reason
f3093ecd-e820-4224-9c22-e248300d50e8,BLOCKED,build_ea,10,36,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
3497999a-779c-4450-984f-f655503c814f,BLOCKED,build_ea,10,36,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
49e87f75-7bf9-4d6a-a107-62ef0426804b,BLOCKED,build_ea,10,36,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
9624a863-1b3c-4e4a-81b9-697701c1328e,BLOCKED,build_ea,10,36,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
41e19827-7abe-4297-8ba5-db83aeccb3c5,BLOCKED,build_ea,10,36,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
6c35c3ec-b576-4919-a321-796b7c813350,BLOCKED,build_ea,10,36,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
7e8c9eaa-1af5-40ca-9f49-4c785b5ae07d,BLOCKED,build_ea,10,36,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
73c2b022-304d-463e-9a77-dd6c1c4d8175,BLOCKED,build_ea,50,17,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
0ac5d57d-ccf1-46b1-b673-f223a032dbf7,BLOCKED,build_ea,50,17,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
8d30d4ab-3c2f-4ccd-a9d3-22ee5a67b2c1,BLOCKED,build_ea,50,17,PARK,,BLOCKED,awaiting_magic_registry_allocation (ordered ops precondition; not a CBE supersession)
90431302-dfa8-4f27-ad0a-c826dbda77cf,BLOCKED,ops_issue,85,10,COMMISSION,codex,,active ops/triage -> commission to codex (ops+code)
c993c011-1ba1-4be7-a636-57ad72d7185a,BLOCKED,research_strategy,72,24,PARK,owner,BLOCKED,awaiting_human_lane:owner (video_analysis; agy has no video tool)
169586d4-7ee9-4ead-8bdc-c834be02ebd8,BLOCKED,research_strategy,62,1,COMMISSION,gemini,,active research -> commission to gemini (agy research lane)
18a4b282-3c9d-4e75-8457-60e411171622,BLOCKED,research_strategy,55,1,COMMISSION,gemini,,active research -> commission to gemini (agy research lane)
3e5f17b1-3573-4a55-a570-b0a6913a4509,BLOCKED,research_strategy,60,1,COMMISSION,gemini,,active research -> commission to gemini (agy research lane)
1f400c88-a2b7-4c48-acd4-37a139b772fe,TODO,build_ea,30,112,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
b62792ff-26e0-4f1a-9a75-56c250ee9688,TODO,build_ea,30,104,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
7b431d7a-a902-4947-a932-ffa8ef3a54d7,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
f3254781-8a6f-4d7b-bf99-8183ca5c892a,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
12829c50-756a-47c5-87d7-27007115b939,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
4fc08ad9-c107-4176-8a47-94290a7bf979,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
ababc064-ebcd-4fb2-8d93-106cd2d412c0,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
bd923098-ff94-4451-b3c5-a1f2724613fa,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
7dccf57e-a995-465f-a9b7-98e7b945a651,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
0d490609-922c-47df-a3eb-2a27412e3796,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
c1850502-ac54-4fc4-b397-5e54e87d1eb6,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
ad4b4d2e-3fb7-48ea-a424-09d85a616e34,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
14432f77-9abf-4032-aefc-278a6bdbad34,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
77bb60df-1c46-46db-b0d5-3560e2949375,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
61ccc27f-951c-47fc-a8c6-985dcf7da3b4,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
a2d787e7-fe54-4d73-b58c-20bb04b6c880,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
ad739240-04c6-4d26-a618-f6d329bb0ea6,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
335ec1bf-dcac-4a58-977a-096af1426976,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
90ae9c0d-857d-432a-aca4-53237883390b,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
cab1d5d3-fc96-454e-af4d-70bab7da8ac7,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
b5f5f132-c07b-4df4-a7a1-5bf27e6fb471,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
05d72df0-f109-4bb8-8c3d-34930aeb91ec,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
10837ff7-e232-4b7f-991d-93f8c86b07c0,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
6738a92f-f74a-4614-bbd1-05d8a118091f,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
8dcde79a-7b64-46f4-a0c7-828ac3bc5257,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
fcddd7f2-4322-4365-b710-2f8f8192dc41,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
37bb113b-eb3b-4a32-b2c7-454dd9b0f853,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
515d6668-ec57-4b46-934a-ed04f404a7a3,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
b436a5ae-5394-495f-b9b0-067e9222c948,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
7ac78155-3ba3-4948-8bf9-ab5b451a0a3a,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
7830f003-6b91-4b15-b29d-4620e6a2172f,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
e1abae8e-98f3-4db2-91e5-d2b82f9a7a68,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
f54dd835-ec9c-4887-9c10-c04ceb733d98,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
f54bf4d4-befa-47c0-b33b-a099a1fcffc1,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
22b0307b-da28-45f8-be0e-d445ac5ed217,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
e534be5a-0fe5-4935-9e6f-bd8b44d8f499,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
6c86e8b0-9336-463a-820c-8bb2cc0fa524,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
eb71678d-c6d3-4550-998a-29eb5cbba9c1,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
e15e2aac-ba1f-45b7-a91b-a47552d0d3d7,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
cbdefd98-df64-4bdd-a734-4fc86d04caf6,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
d53ecca7-608b-4572-9fe3-f1922dd95134,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
62ac4ac4-f961-4d47-b0b8-092551ac2aa5,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
44027948-6e02-47a0-8446-9e9d14e4b2b5,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
41a34361-087e-4d86-acd0-142f0eb803b3,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
37f0eab1-79ec-47fd-a2e9-8a3a0aabe60d,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
b15b055e-d2fe-4f71-8f15-4bdf2f073258,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
240c7757-7333-482c-938c-21a1b51c9b49,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
531a62de-4ce9-4563-9352-edbffe0d6ed1,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
df4391d5-cab6-45f3-91f0-aa7fdbb3c423,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
3d286159-a8b0-4942-9321-5b5f0a3d074c,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
b9563ce6-c36e-4a7c-b324-491d6b77a254,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
e83eafb9-19bd-4ef6-bce7-8e3a8ae4522e,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
7c31ab3a-de96-4948-8138-b2c6aef8630d,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
5d74c748-5879-4574-b6fb-cfc64f4482e6,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
3b5bc110-929d-4322-bdd8-994211b6a017,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
c5306234-6376-4245-b266-f87319c1fa17,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
e743e2c4-1e35-479b-94d3-20e955efc53e,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
dbee1531-c435-46d6-a577-f6b377c2b24d,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
098a6f11-3d7a-4508-966c-bd54e0274048,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
545ddaea-94fe-494c-a675-79db08806fa4,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
46327e2e-5246-4f05-89b1-bdcdc72bb41b,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
72e5f0a9-b4fc-4319-ba9c-83de09df0d23,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
c81246b6-e72c-4810-aa4b-58dfc8f37ddd,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
b84df62f-47b8-48cd-a35c-a505a7b731f6,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
ad115992-ffcc-4f30-be48-ff53b1304b3e,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
5abe871c-8cef-4f0d-b8bf-b995c181ed4a,TODO,build_ea,30,67,PARK,,BLOCKED,"legacy_build_backlog_pre_CBE: volume-era build (age>30d, prio<50); CBE trigger is a qualified pool, not build volume -> OWNER cohort decision"
