change_id,parent_content_sha256,source_row_number,source_row_identity_sha256,currency,impact,event_name,old_datetime_utc,new_datetime_utc,old_hour,new_hour,delta_minutes,changed_fields,basis
508e6635bfad04479c8bf0ac2d22c5fa4456bead20770d56198a8af9a4b4c890,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,38518,035972ede7e3f56746552fe7a9e3dd87124393443d8d68dc580fb0434ca232e3,USD,HIGH,Unemployment Claims,2023-04-20T11:30:00Z,2023-04-20T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
743b426bbce10baf4083a9cc8e92707f16955ee6853612020b6ac24a02a1faee,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,38586,869ae992dc49812665aece653a1f6e00a22824b299c6090d0dc18a7bda1be176,USD,HIGH,Advance GDP q/q,2023-04-27T11:30:00Z,2023-04-27T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
8d614747545f6f49104b76feb68fcfe9666ad89c8e51bc00ce85435e23d066a3,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,38664,f2887e68bcf1917c6c6176cfb43f86f099dfd710b0760c085c3f5f0fe7d3566b,USD,HIGH,JOLTS Job Openings,2023-05-02T13:00:00Z,2023-05-02T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
a99b198a85f57ff2542c0abbb8afc0566e3ea8ed3977d4f87cf057c97736f1be,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,38791,d2c0a629819bc506576556b106ff51107965d5205369a8458bb245933f6cf2c7,USD,HIGH,Core PPI m/m,2023-05-11T11:30:00Z,2023-05-11T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
dad9f86a5c4a6f0fd03711ebc19afec67ab8b39dcf1f6ada142116e6781cf2a2,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,38815,33d04303cb08a1faedb209b7cb2b73e34a9664586ad9d6dea9966005a5a6b7da,USD,HIGH,Prelim UoM Consumer Sentiment,2023-05-12T13:00:00Z,2023-05-12T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
fac8c3b126271c531b162eeb8eaab51aa47f708a8e41c0d11ea3ba6d42a0328e,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,38987,e47918f36c1ec48b7a1868f2084795654c770a0f53e70794c8bbff0f13754a99,USD,HIGH,Prelim GDP q/q,2023-05-25T11:30:00Z,2023-05-25T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
7ab192bbbc85e366821780a60fc026d7f0b356e73dff3b8abf6cb65a56e73177,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39003,0967e7f23d8e07638ada56db26b1e4348be0ca7279044ddb3692a1ce1f2a47c9,USD,HIGH,Core PCE Price Index m/m,2023-05-26T11:30:00Z,2023-05-26T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
5ded418102a24d745fb117233c6fdd48c9f29071cc36c2a928dadab0797c474b,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39048,519e9865ebc66fa0eb3228d782b657244b4d657b60e8b991a4d2d2650883c3ac,USD,HIGH,JOLTS Job Openings,2023-05-31T13:00:00Z,2023-05-31T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
fd67b16f1f9554e8102e63b19e8ea7ec1dca9c60fa37667dcee3abea693023ec,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39088,840fdf5cbc0fb3c8cc1fe1f806ba60cf8e3528594eb9a5967dbf0594555f9058,USD,HIGH,Unemployment Claims,2023-06-01T11:30:00Z,2023-06-01T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
6ec1cde4ae959a000e4b10d462b2f7f17eecfc18f8aae0a2d4aa14b8151abc60,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39102,1edea0214947af8724a6f4ef53c72ab6c99804557c7d2508d285683f7efc61d3,USD,HIGH,Average Hourly Earnings m/m,2023-06-02T11:30:00Z,2023-06-02T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
daaf9998ca2a06cf8f58593e78f5a19169634a8e7e2488bcce275b59d4cae8b6,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39172,9de5e558bd46b10d28a576a664def5b77df347fa22df3f8ac9948a2620c1ccf1,USD,HIGH,Unemployment Claims,2023-06-08T11:30:00Z,2023-06-08T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
878ad31e61b8abc4131d876e801a361e71d298e13344b06724f7b3cc664e80fe,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39206,048a62b923c5a0b97286bfb9c62098bd1bf2a6dd931af07fa0a51db2c2eb76e2,USD,HIGH,Core CPI m/m,2023-06-13T11:30:00Z,2023-06-13T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
89e1ad1a17e8fde61ff6e2a1def253e35fc7806ccae6ec739b35024f44e59a42,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39226,ac3775f6a83772b1d6f5a0a8f813facaae8ba5bf77b5c661736ddd3e6ac0b88d,USD,HIGH,Core PPI m/m,2023-06-14T11:30:00Z,2023-06-14T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
88c3f3f61872f3d50476b27ddeffed0c99c27d1d72a904c772d69eaa4ed032a6,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39281,c192b1a6cc548bbd972615f0ee9b48c90dcb0293c8449b87bf1a21b34e8b665d,USD,HIGH,Prelim UoM Consumer Sentiment,2023-06-16T13:00:00Z,2023-06-16T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
f7d683552478197c5b404ea8eb69eb81092b2a243f3984da6e6356068ad54115,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39343,e82fae950dde625326681d5660889470bed69440d812d6308b62ca6d3c6a7514,USD,HIGH,Unemployment Claims,2023-06-22T11:30:00Z,2023-06-22T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
96dcb84493e871ec532f8a03db83db535861bfb89f889c5adbd52fcc2f50dbb2,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39407,b394cd51b1c5ed3df700b342dbf3c59edb4d70a740bb5bedb36f363d6dfc0a2b,USD,HIGH,Goods Trade Balance,2023-06-28T11:30:00Z,2023-06-28T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
25e94fe026f2b233fc557a72b2141e58aeee16da75a2c97edd996319fd2e51c1,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39424,e5e863c695a7498564cc7204bb22525e8647c0fe5ba6222ef097d7cae90fd60b,USD,HIGH,Final GDP q/q,2023-06-29T11:30:00Z,2023-06-29T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
df18322d43ef79feca8c2d11a4307333be75b212c8d85e4890b81cc7532ab357,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39596,084b930074fb3d5976246f4cb195ccc61c9dba9b201a483839e1f2e38e0c50e1,USD,HIGH,Core CPI m/m,2023-07-12T11:30:00Z,2023-07-12T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
0df1fb3651e4a9fd24512cdbcb4b27588715e827d7949f033aa2352efbac7736,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39623,f537762fb98ff954cc85f2f9c2351c93d6253236b3a74ff8cee24a2b4adc5da4,USD,HIGH,Core PPI m/m,2023-07-13T11:30:00Z,2023-07-13T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
2bae7297d34b4169cfdbf867eb33f7001cea31e5cd2df908287c7829d5b5af72,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39637,4f29353ae62476eaff5722d29fca199522361e8a58e3baf872ecc5cd6c57b7fb,USD,HIGH,Prelim UoM Consumer Sentiment,2023-07-14T13:00:00Z,2023-07-14T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
09e8dc2019ea657f7230291c705a039b24abda3329fbc77ddedf1d0f1399aa61,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39710,6c2d4b4ff1edeea9a91aee5fdcf12737eafcfa033d756653533d6ad478499702,USD,HIGH,Unemployment Claims,2023-07-20T11:30:00Z,2023-07-20T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
e559117d09ddcf521842d2c3101c16d939aa1dd2ec38211e65cc2b45e95fd951,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39772,d21c8da8e258dc9439eb654bcfba524eb6d168c248f9c1b7ceae7d76aab3fbcc,USD,HIGH,Advance GDP q/q,2023-07-27T11:30:00Z,2023-07-27T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
0bf6e38c722d628637331f4d7865adc6e03daa371037b51e4bfe73e452ac9fcf,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39797,789cfdda5cf84e3416500684f54edd6f4caffb37632bf135bee9535a4f86a9f5,USD,HIGH,Revised UoM Consumer Sentiment,2023-07-28T13:00:00Z,2023-07-28T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
7a5800c1004f17ccc051535ee7ef0beb9cc69ae4cd8c13b5abaf9965501a539b,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39885,3f22534cc89acf51bf708ea602ba5319ed80f673bd9b720758138cbb0ffa234f,USD,HIGH,Unemployment Claims,2023-08-03T11:30:00Z,2023-08-03T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
d09ae15300ded4db3b64e864b758119379d9b0559d155ef8d1230828997bbe2b,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39953,0af54db7ce73a170b56f375ed231edfa1a983676422478c8e90c0ca2ac9c06ab,USD,HIGH,Core CPI m/m,2023-08-10T11:30:00Z,2023-08-10T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
46eddcfbd82c08346f529d198bd09e2eaa5b33a136cf86df93bbbee4ec666d4a,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39977,6bf9273c73b840ef87f6d7c547b44a26ecdc03499da1ee0de660586715e860bf,USD,HIGH,Core PPI m/m,2023-08-11T11:30:00Z,2023-08-11T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
242a6e62e357098af0b1e09ac9fe4278c0a38185171a32325849315aa8a14765,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,39978,829d200f485e5380f6ca029e697f5dbb8cf9b54098525659dc382f100dc8fdf2,USD,HIGH,Prelim UoM Consumer Sentiment,2023-08-11T13:00:00Z,2023-08-11T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
5520df13c9f48938459b6c5590f17a994b1245c26b01d4bc711461dc76101b5e,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,40121,3eadb39a1c4c70769cdf617b0e2508c6ed07f26b11f0be75950c1c670614a9e9,USD,HIGH,Revised UoM Consumer Sentiment,2023-08-25T13:00:00Z,2023-08-25T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
5d14a5235d0b04809f2dadd63a3405ecc761a3a524740c2a56d57b715ca2ac9e,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,40163,04f2caca1f749cc779006e25ce6661b6e332cc7bc28fafed1c279867ec43baa4,USD,HIGH,Prelim GDP q/q,2023-08-30T11:30:00Z,2023-08-30T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
ce48500068311c1d7277e3973396ee6cf2c8f0a20715ceb45ba2f78164ab7d33,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,40350,a445bd789ab8f34fad4c8d41d19d26ecc06a7f4749248614ccd7f8f2405f8cf5,USD,HIGH,Core CPI m/m,2023-09-13T11:30:00Z,2023-09-13T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
aa35fb43fb0cfea4d82afcd08035fa79df25afd764193f60d6280a01eb19fe46,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,40394,fe4badb8f045f42237c0592a89cafafbd92758d1c9700c406e6620f0bfe60316,USD,HIGH,Prelim UoM Consumer Sentiment,2023-09-15T13:00:00Z,2023-09-15T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
405cddf5f2eefc0ee43fcb4eb1da4c8e58bc61ed307c22bbef9e2f2bc28f754f,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,42946,9c98d9ce6a7d5c16133e3b010e1ad1199c843213e5a30e54bfc58fe3afcacb51,USD,HIGH,Pending Home Sales m/m,2024-03-28T13:00:00Z,2024-03-28T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
8b9a91c597d2b8e307753bf6d984f4fd52d8d5f3095420f0bbf4d9fb1035af3c,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,42962,047f33aebe72c6c2b4680d4bf59123b2a6fa12a5356dc10585d93169e1e3ebc1,USD,HIGH,Core PCE Price Index m/m,2024-03-29T11:30:00Z,2024-03-29T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
ca32ab7e0a58664090dbf24a94903696f815a4c585cdee899bb83b6584271375,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43015,ccdd3c7999d8559dc2b4fe9ef7229d841edabc0b91051004bec9d4049470cd71,USD,HIGH,JOLTS Job Openings,2024-04-02T13:00:00Z,2024-04-02T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
9eb1f5253aa2cf872df1eb0389096429a167569ae499c2f47028f9066a96622c,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43142,c5dd310d90d4d0902c640b44f450c4cd9ce325276db88f118522aa947fb839f9,USD,HIGH,Core PPI m/m,2024-04-11T11:30:00Z,2024-04-11T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
c6bceaaea83a8fe799ce354fdc97bdfda0e13eaaab81a3bfb427c19b0188bb17,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43169,7518a625ed957d0e297e710a4dd7deb4880c724f13968af0e22cb717d55d72d3,USD,HIGH,Prelim UoM Consumer Sentiment,2024-04-12T13:00:00Z,2024-04-12T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
4b08bf07aa5d3b371eaa1ee487c2a1beb5e725391c74b4aec1c42a1b8ad4e8bf,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43265,6670e4c96c61739f4f2553a939c1f1b01a71f97187421eecdf07c1a0384a084e,USD,HIGH,Unemployment Claims,2024-04-18T11:30:00Z,2024-04-18T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
224051cc9119d2e5a04be35f0c120f5a11cc7dddd8722f6a5720bf7b704d627e,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43341,c1edcb0435ed068a2e1ea17c749d86828ff7e314f8ab62fc3a694b8dd0f9ed3d,USD,HIGH,Advance GDP q/q,2024-04-25T11:30:00Z,2024-04-25T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
1bfa4b7fbac704f40c9f8dbb5fcb94c70524ba0c98751d54fd1abcd91732d7e5,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43342,da21dfc5f23035512f1e6f280b53b2d994d3247556a568eaabec19836f5c4d44,USD,HIGH,Pending Home Sales m/m,2024-04-25T13:00:00Z,2024-04-25T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
e84cbea1c3b8d5f40b1680e519e786aa39f1c011281e52d61a8f873005587cdd,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43362,76ff36054776f80a67ea9591ecf0983bf6780cc2fced650af52f0bf79693ac86,USD,HIGH,Core PCE Price Index m/m,2024-04-26T11:30:00Z,2024-04-26T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
dfdec893b1aa2a5118ae0c53e0e3f3c2621689cb744505a240189c1902ae98a2,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43363,d62e1de9a35005814d9d7e13a95e88307e85d91af46c5296c34f76a6451652ae,USD,HIGH,Revised UoM Consumer Sentiment,2024-04-26T13:00:00Z,2024-04-26T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
c7b3b4d35ee4d716a61e77116139091ec39507f6d524dea404ae32e00bcc8a07,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43464,6478cd58f429fe1b9411c322b8a360b54caa99f5045f141d79f67c8c0ac8a821,USD,HIGH,Average Hourly Earnings m/m,2024-05-03T11:30:00Z,2024-05-03T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
3dfc0c5cba383d4f7c5f1d3f1f2d1c34ac2b348d0245e5cc6c92aed517ddc574,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43533,202282301f81dc1a56a94c79c70db6d46f0096c1c37f6c88a2f9b114ad3e24e6,USD,HIGH,Unemployment Claims,2024-05-09T11:30:00Z,2024-05-09T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
7f099fe6fb7a5600f68b251f5bd6253e55bd3e21fcd15530740f884e992d2e90,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43566,3879672d0c7eb75623358e9bcc5b5587b657be676f5d3b18fdf43a6c066222e1,USD,HIGH,Prelim UoM Consumer Sentiment,2024-05-10T13:00:00Z,2024-05-10T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
df06a1dc0e6239cfeb688cc2bbeb595c3f3e330482cc1a0699ea6d1610ded3dc,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43644,da12cb3fa05e43037e30164f03305ac0e4b56256eaa472bfa8533e904ee2010e,USD,HIGH,Unemployment Claims,2024-05-16T11:30:00Z,2024-05-16T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
0676f2a47dce147cfff9f87314b703ef9316787925583faf948efacf828d4410,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43766,f7882d419a2ddabab44a3ce4a5968f083003dd4c4772636dc84d43b5bf959b47,USD,HIGH,Revised UoM Consumer Sentiment,2024-05-24T13:00:00Z,2024-05-24T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
7e36bd7689aa2ef65a01859e58f33260bbed10f20166f78d51a15eb95576558b,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43824,0b5537bc8acae3945b6799d5844e363ce8928fc88aee6dc50255379ff2d71d81,USD,HIGH,Pending Home Sales m/m,2024-05-30T13:00:00Z,2024-05-30T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
d2bef51120c4cf4c518ca141dd3d34a0862d679641ef83d863ed076ae5dca235,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43887,6e98c4f261d16aed755214c8d460553647c9c1c0c84fdf608fc3531ac1e12f81,USD,HIGH,JOLTS Job Openings,2024-06-04T13:00:00Z,2024-06-04T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
f5b38b8806ad14cee2825789649744dc014b7e2165f4324883642b9c41fdce32,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,43999,227249e8b1e372ce5481061bb9beed1ef564f03d1844f69198e33e6e4075fd6a,USD,HIGH,Core CPI m/m,2024-06-12T11:30:00Z,2024-06-12T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
d453e2425d876b013fd8c16eac9ca758d669b2d2305d387dc460277703a487f9,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44017,7cc750ef83eada38bdec75f60799a73a0388f06981308e582d8ee7ac4b8dc86d,USD,HIGH,Core PPI m/m,2024-06-13T11:30:00Z,2024-06-13T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
789a7f9a8377a597b0e762fda6a74899a33c1fcbd1874dc5b2fedb49c463b097,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44041,1052140efbca5c207d8c668350ad926252796f33d6d6bcb095a211a74141c467,USD,HIGH,Prelim UoM Consumer Sentiment,2024-06-14T13:00:00Z,2024-06-14T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
f0e972ba24084978c96b8bc01f30a4bf599b72ee8c7f174a530ed45b4947921c,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44072,b5b6cfb279a9d142b39c52d4d5476d2fa5ff0fe04f9de490905beb95a4e6baf4,USD,HIGH,Core Retail Sales m/m,2024-06-18T11:30:00Z,2024-06-18T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
10606b1707792d921bc26e1f130bf9c216eb395019a38c2ffbf4b26597d33197,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44180,4f83ff4457e39b047e2b7d024a8636754530e05a1aea4ead2ea95d4eb86138e1,USD,HIGH,New Home Sales,2024-06-26T13:00:00Z,2024-06-26T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
2af7052c4768e2ef61a3cea5c8c22b3acc9e31c6b50c6a3ff9f5feb6380860b8,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44201,d05810d2ab495f3267872d28f19100c61d662e1775df11f1eae76da7a05eb8be,USD,HIGH,Final GDP q/q,2024-06-27T11:30:00Z,2024-06-27T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
596330def2a6320755b41df58b062d40a1dbd0c1aa32cc1a3dd132286163b501,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44202,52da0fb8a3e96d33467e241f2d205a9a60915b3f38cbc6906df9689ca3f8db2e,USD,HIGH,Pending Home Sales m/m,2024-06-27T13:00:00Z,2024-06-27T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
